Id,TagName,Count,ExcerptPostId,WikiPostId,IsModeratorOnly,IsRequired
"10706","three-tier","103","26846620","26846619","",""
"10709","autocad","1237","5726375","5726374","",""
"10710","dwg","149","15709368","15709367","",""
"10711","bidirectional","469","33257730","33257729","",""
"10712","inverse","421","17136881","17136880","",""
"10717","tell-dont-ask","26","9404939","9404938","",""
"10720","manual","382","28924829","28924828","",""
"10723","database-tools","18","","","",""
"10724","change-tracking","309","28782009","28782008","",""
"10725","flot","2074","4031098","4031097","",""
"10727","flexunit","82","7646936","7646935","",""
"10729","flvplayback","160","57114399","57114398","",""
"10730","richtextediting","41","39068620","39068619","",""
"10732","inflection","72","31906447","31906446","",""
"10733","user-identification","55","","","",""
"10734","accounts","207","","","",""
"10741","django-signals","770","5904957","5904956","",""
"10742","django-models","36568","6357582","6357581","",""
"10746","uninstallstring","24","","","",""
"10747","endeca","176","7361273","7361272","",""
"10755","kde4","48","","","",""
"10757","row-level-security","221","30715600","30715599","",""
"10758","profile-provider","30","50658424","50658423","",""
"10759","nonblocking","1519","5175679","5175678","",""
"10761","one-to-one","1348","17115977","17115976","",""
"10762","serial-communication","822","9344068","9344067","",""
"10768","sa","38","15403677","15403676","",""
"10770","kofax","148","9903900","9903899","",""
"10771","suffix-tree","215","14025989","14025988","",""
"10776","division","2040","10782933","10782932","",""
"10787","application-state","97","39767848","39767847","",""
"10788","acts-as-tree","53","37372657","37372656","",""
"10789","rc","233","5988379","5988378","",""
"10795","min","2636","14621128","14621127","",""
"10797","beamer","430","8037928","8037927","",""
"10798","opennms","114","17226020","17226019","",""
"10801","strategy-pattern","648","10503152","10503151","",""
"10802","vc8","9","","","",""
"10804","quoting","534","28904669","28904668","",""
"10805","distributed-transactions","539","10566870","10566869","",""
"10812","google-translate","1668","5827077","5827076","",""
"10816","corruption","801","15937159","15937158","",""
"10819","tiddlywiki","76","11128329","11128328","",""
"10823","strftime","631","21367090","21367089","",""
"10824","alsa","1034","5379281","5379280","",""
"10826","kindle","290","6202287","6202286","",""
"10830","bgga","4","","","",""
"10831","getopt","661","10460447","10460446","",""
"10832","garnet-os","12","27041420","27041419","",""
"10836","cmp","143","21748849","21748848","",""
"10838","news-ticker","77","","","",""
"10839","datacontract","784","7176290","7176289","",""
"10841","system.data.sqlite","598","5073830","5073829","",""
"10842","directmusic","5","","","",""
"10847","formatter","760","7620593","7620592","",""
"10848","caret","739","7381268","7381267","",""
"10850","llvm","5612","4923305","4923304","",""
"10851","clang","8646","4923420","4923419","",""
"10852","jogl","1078","5007255","5007254","",""
"10855","invalidoperationexception","478","15597998","15597997","",""
"10857","mpfr","183","21735166","21735165","",""
"10859","permanent","116","","","",""
"10863","connect","2304","10556600","10556599","",""
"10864","shipping","1127","32085244","32085243","",""
"10865","mysql-real-escape-string","382","6243867","6243866","",""
"10866","background-image","5569","6968472","6968471","",""
"10869","code-injection","2326","10504337","10504336","",""
"10870","systemexit","37","48571551","48571550","",""
"10871","exit","2385","14620969","14620968","",""
"10874","alerts","361","","","",""
"10876","gmp","929","6341704","6341703","",""
"10879","pys60","68","7995229","7995228","",""
"10880","jboss-tools","211","26350147","26350146","",""
"10881","itext","9119","4543141","4543140","",""
"10883","rrd","190","15332806","15332805","",""
"10887","wxruby","40","6743238","6743237","",""
"10891","lwjgl","3169","6161572","6161571","",""
"10893","opensso","144","4951046","4951045","",""
"10894","josso","70","9674852","9674851","",""
"10896","copying","360","19612946","19612945","",""
"10897","denormalization","455","6270550","6270549","",""
"10898","prepared-statement","5854","6515600","6515599","",""
"10900","merge-tracking","11","","","",""
"10901","objectsize","14","31591117","31591116","",""
"10903","mysql4","34","","","",""
"10904","dib","51","21185686","21185685","",""
"10906","spry","131","11250350","11250349","",""
"10907","xmldataset","10","","","",""
"10908","shim","250","27727157","27727156","",""
"10909","parsefloat","193","9415567","9415566","",""
"10910","checkstyle","1235","5427896","5427895","",""
"10914","blink","250","16072268","16072267","",""
"10917","restriction","651","35206018","35206017","",""
"10927","scope-resolution","73","","","",""
"10929","xdoc","36","25875121","25875120","",""
"10931","buttonfield","51","","","",""
"10933","winmerge","136","6493760","6493759","",""
"10934","phpbb3","461","10038007","10038006","",""
"10937","rsacryptoserviceprovider","211","8971045","8971044","",""
"10938","bass.dll","33","","","",""
"10939","condition-variable","635","12953791","12953790","",""
"10941","multiline","1731","9380977","9380976","",""
"10942","overlays","132","","","",""
"10944","in-place-edit","7","","","",""
"10945","authenticity","24","","","",""
"10946","token","6607","12950568","12950567","",""
"10947","caml","632","8443162","8443161","",""
"10949","automatic-properties","213","","","",""
"10952","oracleinternals","12","","","",""
"10956","iis-logs","71","","","",""
"10960","rule","567","10959810","10959809","",""
"10963","event-listener","2076","13031573","13031572","",""
"10965","getch","285","23009447","23009446","",""
"10969","onmousemove","191","9819984","9819983","",""
"10970","balloon","110","","","",""
"10974","developer-tools","779","11692702","11692701","",""
"10978","document-conversion","70","7976821","7976820","",""
"10982","caspol","38","","","",""
"10983","dynamic-pages","71","","","",""
"10986","mission-critical","12","14529340","14529339","",""
"10988","commercial-application","30","","","",""
"10989","serial-number","274","26764641","26764640","",""
"10994","embedded-object","21","11739284","11739283","",""
"10996","routedevent","53","20414194","20414193","",""
"10997","eventtrigger","677","27687520","27687519","",""
"10998","color-coding","38","44972343","44972342","",""
"10999","composite-controls","95","23250041","23250040","",""
"11000","hta","951","7819614","7819613","",""
"11002","abcpdf","327","6196089","6196088","",""
"11003","delphi-7","3002","5683252","5683251","",""
"11010","html-sanitizing","184","29391141","29391140","",""
"11013","sqlbindparameter","91","","","",""
"11015","eintr","26","","","",""
"11017","simplejson","287","6410959","6410958","",""
"11018","google-visualization","8729","5822304","5822303","",""
"11020","owner","197","","","",""
"11023","asplinkbutton","138","12845949","12845948","",""
"11025","moinmoin","46","5303283","5303282","",""
"11028","prefuse","76","10481643","10481642","",""
"11041","tree-nodes","36","","","",""
"11042","sofea","3","","","",""
"11044","pathing","29","68780549","68780548","",""
"11047","wan","126","12089173","12089172","",""
"11048","gridviewcolumn","98","6998230","6998229","",""
"11050","vhdl","5543","4998015","4998014","",""
"11051","hdl","818","4998036","4998035","",""
"11055","build-environment","25","","","",""
"11056","file-locking","337","22115950","22115949","",""
"11057","case-insensitive","1052","9728640","9728639","",""
"11059","etcpasswd","34","","","",""
"11060","ranking","1463","13665465","13665464","",""
"11064","hdf5","2303","5047158","5047157","",""
"11065","offsetof","81","19884873","19884872","",""
"11066","setuptools","2814","7401673","7401672","",""
"11067","pkg-resources","87","","","",""
"11070","math.h","295","10717980","10717979","",""
"11071","ddd-repositories","423","6062294","6062293","",""
"11073","watchdog","485","13875460","13875459","",""
"11075","logback","3277","6425263","6425262","",""
"11077","hosted","128","53953105","53953104","",""
"11087","pam","455","5642057","5642056","",""
"11090","sccm","670","10952129","10952128","",""
"11094","dataset","10104","9056871","9056870","",""
"11095","readxml","100","","","",""
"11097","allegrograph","77","14152194","14152193","",""
"11099","sparql","5360","4691209","4691208","",""
"11101","page-flow","15","","","",""
"11105","reintegration","5","","","",""
"11107","menustrip","251","47237574","47237573","",""
"11109","syncfusion","1180","11471112","11471111","",""
"11114","utm","254","13243703","13243702","",""
"11117","httpruntime.cache","52","","","",""
"11119","ieditableobject","17","16622370","16622369","",""
"11121","frameset","425","12471244","12471243","",""
"11124","sysdba","40","","","",""
"11125","reference-library","13","","","",""
"11128","self-updating","69","10991629","10991628","",""
"11129","stack-machine","25","38430731","38430730","",""
"11132","frustum","149","19414293","19414292","",""
"11135","strongly-typed-dataset","408","18292071","18292070","",""
"11137","rect","598","26124761","26124760","",""
"11139","serializable","859","10244173","10244172","",""
"11140","uberjar","168","28436826","28436825","",""
"11143","econnect","46","31381365","31381364","",""
"11162","urchin","16","28279217","28279216","",""
"11173","mod-security","403","7125507","7125506","",""
"11185","enumerable","574","16329857","16329856","",""
"11186","dbtable","11","24803876","24803875","",""
"11198","syntactic-sugar","403","8618304","8618303","",""
"11199","svnbridge","17","5073096","5073095","",""
"11200","cedit","82","50218770","50218769","",""
"11201","cstring","493","11179341","11179340","",""
"11204","jqgrid","10823","3625151","3610184","",""
"11207","onmouseover","961","17504952","17504951","",""
"11208","onmouseout","276","21338201","21338200","",""
"11211","databound","177","8349733","8349732","",""
"11212","identifier","1266","18146171","18146170","",""
"11214","signature","1755","9847109","9847108","",""
"11215","event-handling","11561","5561103","5561102","",""
"11218","device-driver","1094","6255576","6255575","",""
"11223","tunnel","543","6455551","6455550","",""
"11225","command-line-interface","7850","21472871","21472870","",""
"11230","csr","469","5984824","5984823","",""
"11244","virtual-server","76","25017775","25017774","",""
"11258","cdo","43","9625379","9625378","",""
"11261","libusb","801","8176988","8176987","",""
"11264","gambas","20","10099124","10099123","",""
"11265","safe-browsing","73","10856056","10856055","",""
"11272","spring-security","25093","3625152","3612938","",""
"11273","listener","5348","9841557","9841556","",""
"11274","watch","1507","15071242","15071241","",""
"11275","unpack","537","10419184","10419183","",""
"11276","registrar","44","","","",""
"11277","thermal-printer","553","17924094","17924093","",""
"11278","functional-testing","1466","16318364","16318363","",""
"11280","crash-dumps","692","5207716","5207715","",""
"11281","module-versions","3","","","",""
"11282","cross-compiling","3996","7092940","7092939","",""
"11283","xfire","40","6879694","6879693","",""
"11285","theming","370","27308537","27308536","",""
"11286","high-resolution","160","","","",""
"11287","bulletedlist","132","46952144","46952143","",""
"11290","wxglade","38","27984233","27984232","",""
"11292","silverlight-2-rc0","12","","","",""
"11294","build-system","367","9364914","9364913","",""
"11296","google-earth","911","5953272","5953271","",""
"11297","prawn","690","6526082","6526081","",""
"11298","tag-property","3","","","",""
"11300","footprint","44","","","",""
"11301","error-checking","140","","","",""
"11304","documentviewer","180","5704858","5704857","",""
"11305","fixedpage","12","","","",""
"11306","xps","404","9627158","9627157","",""
"11309","handleerror","58","","","",""
"11311","markers","796","","","",""
"11317","punycode","69","3851943","3851942","",""
"11326","mirroring","399","34972568","34972567","",""
"11331","lotus-formula","314","9861410","9861409","",""
"11336","isapi-extension","26","","","",""
"11338","manual-testing","140","18486153","18486152","",""
"11340","routed-commands","166","27292889","27292888","",""
"11342","uniqueidentifier","1478","9710192","9710191","",""
"11344","rendering-engine","39","","","",""
"11346","upsizing","18","30196318","30196317","",""
"11347","taction","40","8694247","8694246","",""
"11348","dokuwiki","203","5324155","5324154","",""
"11349","mate","77","7270633","7270632","",""
"11350","system.xml","91","28011830","28011829","",""
"11351","tiger","9","46807020","46807019","",""
"11353","database-administration","1825","21219189","21219188","",""
"11354","pmd","820","5427918","5427917","",""
"11357","rssi","337","7081772","7081771","",""
"11358","bssid","55","19035840","19035839","",""
"11359","w3wp","181","11543841","11543840","",""
"11366","named-pipes","1750","8342405","8342404","",""
"11367","netnamedpipebinding","88","","","",""
"11368","service-discovery","557","12824566","12824565","",""
"11373","interface-builder","6204","5188390","5188389","",""
"11375","event-loop","816","26244227","26244226","",""
"11378","canonical-form","31","","","",""
"11384","error-detection","102","","","",""
"11385","ripping","11","","","",""
"11387","confidential-information","4","","","",""
"11391","dbconnection","207","","","",""
"11392","cdata","1055","5783256","5783255","",""
"11393","z-order","308","6986523","6986522","",""
"11396","indexof","1856","10170969","10170968","",""
"11397","minimum","940","8533883","8533882","",""
"11398","activesupport","545","15313695","15313694","",""
"11402","word","1557","5869385","5869384","",""
"11403","bitmapsource","132","19117700","19117699","",""
"11404","show","2459","15798665","15798664","",""
"11408","urlloader","221","","","",""
"11409","nsdate","4827","5966537","5966536","",""
"11412","dpi","1139","7737249","7737248","",""
"11413","static-members","1147","14253376","14253375","",""
"11423","draggable","3352","12866208","12866207","",""
"11426","autofilter","643","8308171","8308170","",""
"11428","vrml","95","9833550","9833549","",""
"11433","access-synchronization","4","20045647","20045646","",""
"11435","httpmodule","819","15031609","15031608","",""
"11436","asml","2","","","",""
"11439","getdate","373","24394323","24394322","",""
"11440","fetchall","151","","","",""
"11441","ms-office","5617","5937088","5937087","",""
"11443","mobile-safari","4382","8328828","8328827","",""
"11444","amazon-s3","42135","4994052","4994051","",""
"11445","verbosity","127","14661951","14661950","",""
"11450","system-stored-procedures","11","13288870","13288869","",""
"11456","observablecollection","2729","5964710","5964709","",""
"11457","sortables","49","","","",""
"11458","sequence","5105","9281404","9281403","",""
"11464","django-urls","3187","9299670","9299669","",""
"11467","imperative-languages","11","12310452","12310451","",""
"11468","openxml","3529","5460076","5460075","",""
"11470","presentation","419","22360465","22360464","",""
"11473","sdf","102","15788461","15788460","",""
"11475","dpkg","505","10979915","10979914","",""
"11476","weborb","72","7597986","7597985","",""
"11477","fileinfo","347","24698010","24698009","",""
"11479","synchronous","1528","6709076","6709075","",""
"11481","function-calls","356","9308918","9308917","",""
"11483","tibco-ems","265","6917532","6917531","",""
"11484","compound-key","74","53372219","53372218","",""
"11485","data-mining","2965","5903811","5903810","",""
"11488","xtragrid","394","9217370","9217369","",""
"11489","rhel5","191","6540447","6540446","",""
"11490","udev","481","7393862","7393861","",""
"11495","named-entity-recognition","645","18221653","18221652","",""
"11498","gogrid","6","","","",""
"11499","mosso","17","9211623","9211622","",""
"11502","tthread","79","","","",""
"11506","proactive","32","","","",""
"11507","google-gadget","215","36023251","36023250","",""
"11508","commandfield","33","","","",""
"11509","caching-application-block","12","","","",""
"11511","language-packs","31","","","",""
"11514","nose","1030","5523024","5523023","",""
"11515","paster","111","8466091","8466090","",""
"11517","read-write","579","24683487","24683486","",""
"11522","xlsx","3005","4701579","4701578","",""
"11523","system.in","178","20518027","20518026","",""
"11524","clienthttprequest","6","","","",""
"11525","spss","1858","5398741","5398740","",""
"11526","console.writeline","231","17762348","17762347","",""
"11529","histogram","5860","6878558","6878557","",""
"11533","carp","24","10661523","10661522","",""
"11534","seam-carving","17","26593872","26593871","",""
"11537","bare-metal","431","15935671","15935670","",""
"11538","tightly-coupled-code","40","43932383","43932382","",""
"11539","ajaxcontroltoolkit","2316","5503631","5503630","",""
"11541","custom-renderer","385","30239365","30239364","",""
"11546","filestream","2649","9767136","9767135","",""
"11549","nullpointerexception","15586","5588986","5588985","",""
"11552","pandastream","23","13771771","13771770","",""
"11553","wcftestclient","101","13636428","13636427","",""
"11555","documentation-generation","788","5697473","5697472","",""
"11557","discountasp","18","","","",""
"11558","dreamhost","476","13399404","13399403","",""
"11561","sqlbulkcopy","929","11408384","11408383","",""
"11564","machine-code","577","19822415","19822414","",""
"11566","agent","1033","9526312","9526311","",""
"11567","abstract-data-type","439","14678122","14678121","",""
"11569","code-folding","181","20418655","20418654","",""
"11570","fink","43","28800857","28800856","",""
"11572","timelapse","68","","","",""
"11575","reference-manual","17","","","",""
"11577","hostheader","16","","","",""
"11579","savechanges","391","28924809","28924808","",""
"11586","rbac","915","5399869","5399868","",""
"11589","h.323","43","9209499","9209498","",""
"11592","runtime-environment","34","","","",""
"11593","ws-addressing","95","36120178","36120177","",""
"11595","cdialog","113","29043353","29043352","",""
"11599","email-spam","292","3993073","3993072","",""
"11600","covariance","1764","5353960","5353959","",""
"11603","visualsvn-server","724","11541644","11541643","",""
"11604","value-type","560","15566263","15566262","",""
"11605","animated-gif","1332","6195360","6195359","",""
"11606","styling","2297","19370563","19370562","",""
"11607","sourcegear-vault","57","5575600","5575599","",""
"11609","literals","1419","7932716","7932715","",""
"11612","contravariance","501","5582905","5582904","",""
"11613","reference-type","309","20631564","20631563","",""
"11619","esoteric-languages","67","5330224","5330223","",""
"11621","macromedia","32","12627995","12627994","",""
"11625","wimp","10","16617536","16617535","",""
"11627","vdproj","108","8066591","8066590","",""
"11628","graphical-language","6","5604925","5604924","",""
"11629","oracle-xe","366","5407074","5407073","",""
"11632","metrowerks","7","","","",""
"11634","hid","1103","7354512","7354511","",""
"11635","robocopy","906","12195219","12195218","",""
"11642","sharepoint-wiki","8","27299446","27299445","",""
"11644","j","401","4453470","4453469","",""
"11649","server-side-scripting","153","7455919","7455918","",""
"11650","expandometaclass","24","","","",""
"11651","menu-items","94","52033139","52033138","",""
"11658","pass-by-reference","4075","9435648","9435647","",""
"11659","pass-by-value","1058","10849957","10849956","",""
"11662","factory-method","224","13672881","13672880","",""
"11663","data-controls","19","","","",""
"11664","decoding","1516","11112022","11112021","",""
"11667","eda","75","13599611","13599610","",""
"11668","architectural-patterns","91","11577318","11577317","",""
"11671","passive-view","47","","","",""
"11672","rdoc","210","5824279","5824278","",""
"11675","configuration-management","396","8897634","8897633","",""
"11678","cmyk","293","5523526","5523525","",""
"11680","globus-toolkit","18","","","",""
"11682","dct","260","11630042","11630041","",""
"11685","youtube-api","10671","7743270","7743269","",""
"11687","expert-system","308","8544735","8544734","",""
"11688","code-metrics","270","5893530","5893529","",""
"11689","user-environment","10","","","",""
"11690","transliteration","243","10027220","10027219","",""
"11692","endianness","1938","6688358","6688357","",""
"11693","linker-errors","3565","14094150","14094149","",""
"11696","markov","230","13467458","13467457","",""
"11698","preverify","14","","","",""
"11699","template-toolkit","262","5958646","5958645","",""
"11700","adsense","1744","5323116","5323115","",""
"11702","payment-gateway","3811","8148795","8148794","",""
"11703","redgate","213","8751971","8751970","",""
"11706","stack-trace","2186","5276526","5276525","",""
"11712","bison","2394","5386751","5386750","",""
"11716","epoch","1261","6999943","6999942","",""
"11720","tool-uml","83","","","",""
"11722","clash","17","37803703","37803702","",""
"11724","code-patching","4","","","",""
"11727","knowledge-capture","10","","","",""
"11730","double-underscore","21","39628981","39628980","",""
"11733","xaudio2","117","64502975","64502974","",""
"11734","resource-scheduling","46","","","",""
"11737","misra","329","5720970","5720969","",""
"11741","integrate","426","40299287","40299286","",""
"11743","die","222","12712990","12712989","",""
"11746","fossil","136","5187555","5187554","",""
"11748","time-travel","17","52107511","52107510","",""
"11750","code-access-security","336","11804200","11804199","",""
"11752","simplepie","297","6740430","6740429","",""
"11756","hardlink","185","14490340","14490339","",""
"11758","filehandle","389","25037375","25037374","",""
"11760","jks","435","10717700","10717699","",""
"11764","left-join","7422","7019137","7019136","",""
"11768","floating-accuracy","1235","8990553","8990552","",""
"11769","feature-driven","4","14861274","14861273","",""
"11771","cdecl","95","19200720","19200719","",""
"11774","framework-design","19","","","",""
"11776","static-assert","400","6279425","6279424","",""
"11777","risk-analysis","54","45776613","45776612","",""
"11778","url-scheme","1071","14097067","14097066","",""
"11780","icloneable","44","48396067","48396066","",""
"11781","netmask","81","14254501","14254500","",""
"11782","data-recovery","322","9123343","9123342","",""
"11784","object-literal","525","13470358","13470357","",""
"11785","solver","1423","12941728","12941727","",""
"11786","group-policy","445","21923910","21923909","",""
"11787","report-designer","126","7349713","7349712","",""
"11788","capitalize","283","14881506","14881505","",""
"11789","capitalization","375","25923234","25923233","",""
"11799","codepoint","99","66385914","66385913","",""
"11804","delphi-2009","956","3625156","3625155","",""
"11806","global.asa","42","25923556","25923555","",""
"11807","linkedin","4340","5783403","5783402","",""
"11809","drb","35","26905321","26905320","",""
"11810","druby","6","","","",""
"11811","ora-01555","5","32391654","32391653","",""
"11815","snowball","69","5605471","5605470","",""
"11816","porter-stemmer","124","15840931","15840930","",""
"11818","flash-media-server","423","5700288","5700287","",""
"11820","standard-library","661","11422534","11422533","",""
"11822","review","564","29946430","29946429","",""
"11824","displayobject","215","","","",""
"11825","viewport","2676","6188020","6188019","",""
"11826","scrollrect","38","","","",""
"11832","backcolor","166","","","",""
"11834","multiple-value","154","","","",""
"11836","windows-authentication","2863","12866303","12866302","",""
"11839","tag-cloud","204","9926099","9926098","",""
"11844","execution","1639","14406703","14406702","",""
"11846","fpu","235","13723361","13723360","",""
"11847","ctrl","261","20232725","20232724","",""
"11853","boilerplate","496","7751088","7751087","",""
"11856","defaultlocation","6","","","",""
"11857","diagrams","91","49979191","49979190","",""
"11859","extranet","23","","","",""
"11860","flajaxian","5","","","",""
"11864","sd-card","1414","6730584","6730583","",""
"11866","fsync","97","28012030","28012029","",""
"11871","n-ary-tree","31","","","",""
"11873","zend-debugger","98","23191271","23191270","",""
"11874","icriteria","148","11522238","11522237","",""
"11878","elixir","8554","13489840","13489839","",""
"11879","ftrace","105","13078145","13078144","",""
"11880","grape","447","5461641","5461640","",""
"11883","hcalendar","3","9535835","9535834","",""
"11885","startmenu","136","","","",""
"11886","rjs","212","8475430","8475429","",""
"11888","vbulletin","458","5040299","5040298","",""
"11889","oracleinternetdirectory","3","","","",""
"11891","octave","4907","3688201","3688200","",""
"11896","systemevent","47","","","",""
"11901","domain-name","500","10003652","10003651","",""
"11902","slp","14","8937485","8937484","",""
"11912","process-migration","14","","","",""
"11916","demo-effects","2","","","",""
"11917","pixels","983","9209648","9209647","",""
"11919","solution-deployment","3","","","",""
"11920","capicom","48","6693569","6693568","",""
"11935","screen-grab","31","","","",""
"11936","offloading","92","47423431","47423430","",""
"11938","xiff","8","20356507","20356506","",""
"11939","spam","1051","4976391","4976390","",""
"11948","mechanicalturk","499","7164476","7164475","",""
"11949","dotimage","5","5996551","5996550","",""
"11950","bignum","330","19145877","19145876","",""
"11954","loader","1669","8355061","8355060","",""
"11956","corporate-policy","18","","","",""
"11957","splunk","1701","6327744","6327743","",""
"11958","atoi","402","9935437","9935436","",""
"11959","xml-formatting","73","","","",""
"11960","zone","239","40153145","40153144","",""
"11962","nemerle","58","6643943","6643942","",""
"11964","notifyicon","348","13040721","13040720","",""
"11970","acts-as-taggable-on-ster","7","","","",""
"11971","xerces","615","8474119","8474118","",""
"11972","isinteger","23","22133050","22133049","",""
"11974","eclipse-3.3","8","8054879","8054878","",""
"11975","eclipse-3.2","7","8054851","8054850","",""
"11976","soundchannel","30","","","",""
"11980","option-strict","45","10981884","10981883","",""
"11981","option-infer","10","","","",""
"11982","dataformat","280","55959586","55959585","",""
"11985","buildout","357","5797511","5797510","",""
"11986","resource-management","136","","","",""
"11987","frame","3515","15711012","15711011","",""
"11988","visitor","456","13673172","13673171","",""
"11991","permanent-generation","9","","","",""
"11992","permgen","336","5993111","5993110","",""
"11993","jax-rpc","173","21774553","21774552","",""
"11996","xfa","160","7658965","7658964","",""
"11997","dylib","728","11501227","11501226","",""
"11998","code-discovery","2","","","",""
"12005","vin","33","5284011","5284010","",""
"12008","traveling-salesman","665","6113875","6113874","",""
"12009","diskarbitration","51","8681364","8681363","",""
"12015","form-post","68","","","",""
"12031","word-processor","55","","","",""
"12034","assembly.load","38","","","",""
"12036","custom-draw","60","","","",""
"12038","newsletter","824","11450474","11450473","",""
"12039","auto-versioning","50","","","",""
"12041","userid","397","16647611","16647610","",""
"12042","zimbra","205","8805835","8805834","",""
"12044","members","177","16925364","16925363","",""
"12047","wizard","1152","6053809","6053808","",""
"12048","antialiasing","893","8471655","8471654","",""
"12049","self-signed","746","25923904","25923903","",""
"12053","webtextedit","2","","","",""
"12056","handler","3590","6970075","6970074","",""
"12058","palette","326","27748374","27748373","",""
"12059","pre","351","6157172","6157171","",""
"12060","autocommit","193","","","",""
"12061","nlm","28","","","",""
"12064","params-keyword","38","11245542","11245541","",""
"12066","underline","533","40868256","40868255","",""
"12067","photos","708","9655912","9655911","",""
"12069","visited","111","45376843","45376842","",""
"12070","datetimeoffset","544","14486550","14486549","",""
"12072","input-button-image","11","","","",""
"12074","pojo","1713","5783714","5783713","",""
"12076","waveoutwrite","9","","","",""
"12079","root","3167","8340296","8340295","",""
"12091","postmortem-debugging","90","12454635","12454634","",""
"12095","coercion","365","15098953","15098952","",""
"12096","controltemplates","36","","","",""
"12098","gppg","8","31098235","31098234","",""
"12103","conceptual","350","15046145","15046144","",""
"12116","effect-systems","7","","","",""
"12118","traits","2840","10942954","10942953","",""
"12120","internal-class","18","","","",""
"12121","game-development","1651","11301358","11301357","",""
"12126","reload","2564","17661718","17661717","",""
"12127","procedures","265","","","",""
"12128","file-management","487","12521804","12521803","",""
"12129","m","873","13035038","13035037","",""
"12130","folding","436","8631859","8631858","",""
"12132","dbm","94","10171583","10171582","",""
"12134","buffering","474","6409600","6409599","",""
"12135","requiredfieldvalidator","505","18003636","18003635","",""
"12141","ilgenerator","68","","","",""
"12144","reverse-ajax","78","11136773","11136772","",""
"12147","duplicates","13044","9222817","9222816","",""
"12150","self-hosting","715","18667301","18667300","",""
"12151","enumerator","364","11747706","11747705","",""
"12154","kohana","2227","3625157","3609672","",""
"12155","phplist","90","13538509","13538508","",""
"12156","setup-project","1582","7674352","7674351","",""
"12160","httpcfg.exe","9","","","",""
"12163","libcurl","2959","5689268","5689267","",""
"12166","software-release","5","33165623","33165622","",""
"12168","complement","104","26091268","26091267","",""
"12169","intuit","343","9420864","9420863","",""
"12172","keep-alive","839","11483605","11483604","",""
"12176","realpath","117","9256563","9256562","",""
"12177","require-once","397","21459899","21459898","",""
"12179","foreign-key-relationship","1766","7063341","7063340","",""
"12189","in-place","333","12991205","12991204","",""
"12191","csplitterwnd","22","","","",""
"12192","time-trial","26","","","",""
"12193","internationalization","10882","5108232","5108231","",""
"12195","highdpi","170","","","",""
"12196","rollback","1425","9186800","9186799","",""
"12202","health-monitoring","454","12638153","12638152","",""
"12204","assembla","135","9624542","9624541","",""
"12212","disconnected-session","14","","","",""
"12216","dithering","83","25017955","25017954","",""
"12217","quantization","369","38382269","38382268","",""
"12218","intersystems-cache","382","5489876","5489875","",""
"12219","image-generation","79","","","",""
"12222","jfugue","79","13338671","13338670","",""
"12223","javasound","898","6414826","6414825","",""
"12224","pickle","4252","5287163","5287162","",""
"12227","jam","47","8722951","8722950","",""
"12228","build-tools","369","7090218","7090217","",""
"12231","resource-file","47","","","",""
"12234","code-cleanup","560","27618359","27618358","",""
"12236","ps3","80","30614852","30614851","",""
"12243","grant","654","7871354","7871353","",""
"12244","asdoc","54","15623018","15623017","",""
"12249","gesture-recognition","560","5833452","5833451","",""
"12250","www-mechanize","368","8515203","8515202","",""
"12254","selectcommand","46","","","",""
"12258","omnicomplete","120","7268214","7268213","",""
"12260","bmp","1025","5398743","5398742","",""
"12262","dbi","1240","5090454","5090453","",""
"12263","odf","99","13154487","13154486","",""
"12266","variant","967","17632541","17632540","",""
"12267","safearray","134","","","",""
"12269","jsch","1565","5671042","5671041","",""
"12270","picker","1312","21844364","21844363","",""
"12271","combinatorics","2042","6861591","6861590","",""
"12272","object-initializers","206","38979868","38979867","",""
"12273","memoryimagesource","6","","","",""
"12280","javascript-events","6313","5094956","5094955","",""
"12282","pattern-matching","8460","7545526","7545525","",""
"12289","memset","458","12753256","12753255","",""
"12291","scons","1216","3625160","3625159","",""
"12296","layer","1958","20106415","20106414","",""
"12297","utf","806","8455624","8455623","",""
"12298","ucs","24","8860547","8860546","",""
"12301","web-content","90","","","",""
"12303","serena","40","14529722","14529721","",""
"12304","pvcs","39","10079166","10079165","",""
"12305","limit","4070","15002257","15002256","",""
"12306","gimp","818","5784026","5784025","",""
"12308","window-management","78","","","",""
"12309","revert","516","7989201","7989200","",""
"12319","printing-web-page","223","50982905","50982904","",""
"12323","cp1252","110","11218914","11218913","",""
"12325","dicom","1130","5032565","5032564","",""
"12326","dbgrid","239","47248698","47248697","",""
"12329","confluence","1060","5515614","5515613","",""
"12330","cooliris","17","17596788","17596787","",""
"12332","typeconverter","527","30278349","30278348","",""
"12334","mercury","43","4912512","4912511","",""
"12342","cunit","75","19260523","19260522","",""
"12343","tao.ffmpeg","3","","","",""
"12345","database-permissions","236","","","",""
"12346","database-security","210","","","",""
"12348","spweb","44","21134133","21134132","",""
"12349","intentional-programming","4","","","",""
"12350","checkboxlist","1063","13174804","13174803","",""
"12351","recover","293","56956319","56956318","",""
"12352","distributed-objects","52","9941462","9941461","",""
"12355","sudoku","1074","8922298","8922297","",""
"12359","dynamic-tables","223","","","",""
"12360","sqlcommandbuilder","66","12491483","12491482","",""
"12362","front-controller","146","14990202","14990201","",""
"12363","mygeneration","29","12632637","12632636","",""
"12365","log4r","57","14739877","14739876","",""
